帖子主页,发帖时间,回复人次,转发次数,点赞次数,展示次数,当前帖子内容,转发帖子的用户id,转发帖子的用户
https://x.com/wangzhian8848/status/1997642631090946480,2025-12-07T12:21:32.000Z,143,37,639,153K,何小萍们可能没有意识到，一个社会秩序被砸烂后，最倒霉的，永远是社会底层，虽然砸碎秩序的名义，或许是以底层革命为旗帜。文革中虽然中共有些高低干部倒霉，但社会底层其实更完蛋。比如随意打砸抢，开个会喊个口号就把人枪毙了，比如武斗中随笔被打死的，其实都是普通人，都是何小萍们。或许有少数底,,
https://x.com/wangzhian8848/status/1997640360122568716,2025-12-07T12:12:30.000Z,107,17,339,118K,无产者并不代表无产者的利益，无产者一旦掌握了权力，基本就是新的皇帝，如李自成，刘邦，洪秀全，甚至比过去的皇帝还要坏。,@sweetie_rt,SweetieRT
https://x.com/wangzhian8848/status/1997611385904378145,2025-12-07T10:17:22.000Z,83,4,199,161K,大权旁落，老毛自己一直这么认为的。,@zhugangliet,zhuganglie
https://x.com/wangzhian8848/status/1997610888510202156,2025-12-07T10:15:24.000Z,92,9,327,92K,为政者要体现无产者的利益，但绝不能让真正的无产者去施政。,,
https://x.com/wangzhian8848/status/1997558750463533312,2025-12-07T06:48:13.000Z,176,7,214,154K,我觉得华为，比亚迪，阿里，堪称伟大的公司。拼多多，美团堪称比较伟大的公司。,,
https://x.com/wangzhian8848/status/1997556302445506846,2025-12-07T06:38:29.000Z,319,16,476,201K,我们日本人是真不爱存钱，看国会议员年收入两千万，还有各种补助差不多两千万，内阁大臣三千万，总理大臣4000万，但一看他们资产，都穷的叮当响。高市早苗个人资产才一百多万人民币，家里连个好的传真机都没有，真不会过日子。话说我们日本选上这么个不会过的人当首相，我们国运是要完。,,
https://x.com/wangzhian8848/status/1997554448965751046,2025-12-07T06:31:08.000Z,65,9,138,196K,川普亲自部署为灭共指明了方向，中共政权垮台指日可待。,@Longwood7777777,Longwood（大根）
https://x.com/wangzhian8848/status/1997534981909057722,2025-12-07T05:13:46.000Z,48,2,164,99K,历史上年轻人都是当炮灰，只有幸存活下来的变老了，才可能去书写历史。,@shuaixinxina,大龄儿童
https://x.com/wangzhian8848/status/1997534649418186881,2025-12-07T05:12:27.000Z,114,18,267,138K,12月中国要发射长征12号甲火箭，再次冲击火箭回收技术。中国目前有好几个团队在冲击火箭回收，有国家队也有民营企业，从目前看，他们都直接采取了液氧甲烷燃料，和星舰完全一样，就连外壳也都直接上了不锈钢。不出意外的话，一两年之内，中国将有不止一家团队，彻底攻克火箭回收技术。,,
https://x.com/wangzhian8848/status/1997529913407258828,2025-12-07T04:53:38.000Z,140,28,1.3K,476K,看完芳华的解读，我的观后感是：蠢人的绞尽脑汁，遇到历史上的坏人灵机一动。,,
https://x.com/wangzhian8848/status/1997526942170665038,2025-12-07T04:41:49.000Z,93,33,386,161K,农民式的短视比较典型的是李自成，都打进北京城了，都要做皇上了，他和手下的那群穷哥们儿，还一个个像个劫匪，把明朝的官员挨个绑起来索要银两。江山都是你的，你还怕没钱么？,,
https://x.com/wangzhian8848/status/1997522337437209001,2025-12-07T04:23:32.000Z,85,7,371,159K,老毛的乌托邦，不是反官僚，反不平等，反剥削反压迫，反对体制，而是反智。理解了这一点，何小萍们才会觉醒。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1997521188424122568,2025-12-07T04:18:58.000Z,140,43,785,380K,老毛搞文革，除了权力斗争的因素之外，其乌托邦式的共产主义思维，也是很重要的背景。老毛发现自己带出来的革命战友，都成了官僚资本主义的路人（他自己穷奢极欲，过着古代帝王一般的生活，但不包括在内），工农兵事实上并无法分享权力，于是，他搞所谓的大鸣大放，砸烂公检法，砸烂基层组织，组建革命,,
https://x.com/wangzhian8848/status/1997516578515300578,2025-12-07T04:00:39.000Z,71,17,409,192K,文春周刊爆料说，特朗普给高市早苗打电话口气非常严厉，甚至说出了不要参合台湾的事情的话。今晚去家附近的书店，买一份文春，看看原文是咋写的。,,
https://x.com/wangzhian8848/status/1997515653708984796,2025-12-07T03:56:58.000Z,587,29,1.2K,261K,我感觉中文推特的用户，平均素质比YouTube低。x上感觉文盲，诈骗犯，神经病遍地，YouTube上多数都是正常人。当然，我这个也可能是偏见。,,
https://x.com/wangzhian8848/status/1997512393656803424,2025-12-07T03:44:01.000Z,28,3,81,80K,心累！,,
https://x.com/wangzhian8848/status/1996564980351860974,2025-12-04T12:59:20.000Z,58,13,134,260K,今晚话题：央视美团宣传片翻车， “何不看风景”就是“何不食肉糜” ！｜算法困境｜品牌强国｜郑佳｜逆行人生｜牛马｜王局拍案 20251204 https://youtu.be/TepmKvnzjIg?si=NRX3WzEhM4udnSq4… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1997498164925092255,2025-12-07T02:47:28.000Z,27,3,73,68K,啥疫苗都是骗局，最好立法禁止一切疫苗接种。让美利坚再次伟大。,@ChineseWSJ,华尔街日报中文网
https://x.com/wangzhian8848/status/1997497570453828060,2025-12-07T02:45:07.000Z,53,2,41,48K,各位觉得在美国新安全战略报告指引下，台湾是更安全了，还是更危险了？,,
https://x.com/wangzhian8848/status/1997493889184452859,2025-12-07T02:30:29.000Z,220,16,692,241K,一直以为自己日语有点基础了，昨天炸着胆子去电影院看了一场日语版的《疯狂动物城》2，结果遭到暴击。全场只听懂了一句台词，山猫对狐狸说：あきらめろ！,,
https://x.com/wangzhian8848/status/1997207127505752543,2025-12-06T07:31:00.000Z,770,36,870,650K,电影演完，片尾字幕加音乐，中国影院一般就都亮灯，大家就散场了，但我们日本人，全都老老实实坐在椅子上看字幕，足足十分钟。我也是醉了。,,
https://x.com/wangzhian8848/status/1997154174824575352,2025-12-06T04:00:35.000Z,119,3,220,91K,周末了，吃点儿好的。,,
https://x.com/wangzhian8848/status/1997099080275972168,2025-12-06T00:21:39.000Z,61,6,157,139K,瞧，这里又出现了“不遵守规则的外国人”。那些爱国者们怎么不言语了？,@AtaruSasaki,佐々木 中 ｜『万人のための哲学入門──この死を謳歌する』(草思社)発売中
https://x.com/wangzhian8848/status/1996957594498322495,2025-12-05T14:59:26.000Z,370,67,1.9K,984K,看来我得下场做期节目了，这个《芳华》解说在今天被B站下架了。,,
https://x.com/wangzhian8848/status/1996946699064062226,2025-12-05T14:16:09.000Z,83,11,148,179K,是，而且是全球第三家，第二个国家拥有火箭回收技术。从目前看，朱雀三号高度模仿猎鹰九号，燃料，外壳材料全都一模一样。如果中国打通火箭回收技术，那全球范围内太空开发将会指数级别增长。,@MrSchra40988,王芳 66|T
https://x.com/wangzhian8848/status/1996944259770187905,2025-12-05T14:06:27.000Z,31,4,67,143K,中国版的猎鹰九号距离成功，只差最后一步。https://youtube.com/watch?v=dtx82R5YeNY…,,
https://x.com/wangzhian8848/status/1996939163061653995,2025-12-05T13:46:12.000Z,173,20,896,492K,马克龙这次面子大了，习近平夫妇亲自陪同去成都。普京都没这个待遇。看起来中共是准备拉拢腐蚀法兰西了。,,
https://x.com/wangzhian8848/status/1996917676871242223,2025-12-05T12:20:49.000Z,272,40,962,267K,"高市早苗最近一点时间的政策可以概括为，既然惹不起中共，我还是收拾得了在日本的中国人的。

这一点日台逻辑都差不多，台湾是，既然我惹不起中共，不好意思我就只能收拾陆配了。",,
https://x.com/wangzhian8848/status/1996906428490285125,2025-12-05T11:36:07.000Z,91,2,187,78K,周末，吃点儿好的。,,
https://x.com/wangzhian8848/status/1996895305120600550,2025-12-05T10:51:55.000Z,25,4,87,91K,方舟子只会诈骗公益捐款往自己怀里搂钱，你问他一辈子捐款超过一千日元吗？,@huaibi8848,一群坏逼
https://x.com/wangzhian8848/status/1996894449629331640,2025-12-05T10:48:31.000Z,44,3,134,98K,没啥关系，既然都是臭鸡蛋，也就是没啥正义非正义，道义非道义，双方就比谁拳头硬呗。我压注台湾暴揍中共，一举荡平朱日和，占领海参崴。,@ziyang46,wong
https://x.com/wangzhian8848/status/1996877363179856155,2025-12-05T09:40:38.000Z,236,10,663,238K,我们每年都会选一个项目捐款一百万日元。但我没有义务证明给你。如果我亮出捐款证明你就同步捐款一百万，我可以考虑。如果你没钱，或者您有钱也不愿捐款的话，我觉得你可以滚了。,@shuaixinxina,大龄儿童
https://x.com/wangzhian8848/status/1996876682565943309,2025-12-05T09:37:55.000Z,70,12,233,116K,"推特也是不配合的。当年有人在推特上有中国人威胁要杀我，对方也住在日本，我立即报警，警察说无法找推特要具体的资料和信息。因为推特不会配合日本警方的工作。除非法院判决。问题是，如果你连推特资料都没有，又怎么起诉呢？

话说我也没见到日本政府封杀推特。",@xyzhang1988,支青张爱国
https://x.com/wangzhian8848/status/1996875182452142566,2025-12-05T09:31:58.000Z,142,22,367,155K,"据说日本想把入籍的时间提高到十年，理由是获得永驻的时间是十年，而入籍时间仅仅是五年，入籍的标准低于永驻，不合理。

真是这样么？这又是右翼政客混淆是非的障眼法。",,
https://x.com/wangzhian8848/status/1996871556082065419,2025-12-05T09:17:33.000Z,161,27,469,172K,批评台湾封禁小红书，不代表认为中共封禁谷歌做的就对，大陆就有言论自由。同样，来自中国大陆的人，虽然在一个没有言论自由的环境，同样依然有权利批评台湾封禁小红书。如果维护台湾的逻辑是比烂，那我看维护台湾实质独立的正当性也就不复存在了。,@vivianwubeijing,Vivian Wu
https://x.com/wangzhian8848/status/1996858060829278676,2025-12-05T08:23:56.000Z,90,9,247,171K,话说这么多台湾人到东京都买房我也是没想到，我估计是很多有钱的台湾人预计到武统将至，提前把资产转移到我们日本了。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1996850536553886196,2025-12-05T07:54:02.000Z,173,58,765,341K,日本一些右翼政客说中国人把东京的房价炒高，结果媒体调查显示，2025年1-6月，东京都内外国人买房的当中，中国大陆只买了30套，台湾是192，香港15，转卖率只有1.5%。,,
https://x.com/wangzhian8848/status/1996820304027635918,2025-12-05T05:53:54.000Z,94,4,133,56K,日本蓝,,
https://x.com/wangzhian8848/status/1996582541583929457,2025-12-04T14:09:07.000Z,442,42,1K,1.2M,《芳华》为啥又火了？,,
https://x.com/wangzhian8848/status/1996405284437368876,2025-12-04T02:24:45.000Z,92,26,335,203K,悲痛，问罪！,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1996376306741923873,2025-12-04T00:29:37.000Z,402,12,363,272K,我们日本并不想和台湾联手打仗，想把日本重新拉回到战争中，我们日本人民不答应。,@C_T_Chan,8dog6death
https://x.com/wangzhian8848/status/1996242656460976492,2025-12-03T15:38:32.000Z,130,21,474,265K,王局拍案节目播出后，驻港国安公署说，以灾乱港，虽远必诛。瑟瑟发抖中。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1996215673291464991,2025-12-03T13:51:19.000Z,53,10,252,282K,这是好事儿啊！,@wangjupaian,王局拍案
https://x.com/wangzhian8848/status/1996188989423018261,2025-12-03T12:05:17.000Z,48,7,95,728K,今晚话题：香港大火：从“人祸问责”到“以灾乱港”！｜李家超｜四大诉求｜独立调查｜关靖丰｜潘焯鸿｜宏业建筑｜香港内地化｜王局拍案 20251203 https://youtu.be/d4em2EMd-X0?si=FhcTdvCik2No4YMH… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1995845391829586134,2025-12-02T13:19:57.000Z,85,10,170,224K,今晚话题：“哪位少爷吸了“：中国治安新规未落地，为何文旅官号集体冲塔？｜南通文旅｜违法记录封存｜个吸毒记录封存｜抖音｜辑毒｜《踏破星河入我梦》｜鸦片战争｜... https://youtu.be/qA_0CI0haMs?si=av5dZbJuXiZYyj62… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1995747733748281466,2025-12-02T06:51:53.000Z,65,2,62,183K,今年年末直播的主题。,@tat68739518,魔鬼筋肉人
https://x.com/wangzhian8848/status/1995660520482111722,2025-12-02T01:05:20.000Z,80,4,200,337K,你记错了，张玉凤当时发的是微信，不是短信。 https://x.com/zhangfacai777//zhangfacai777/status/1995485773483901413…,,
https://x.com/wangzhian8848/status/1995658577684693217,2025-12-02T00:57:37.000Z,338,62,774,368K,我这几年思想有一个蛮大的变化，就是过去接受的经济学教育，认为这个世界在发展上会共赢，但我现在不这么认为了，或者说对这个结论做了许多限制性修订。,,
https://x.com/wangzhian8848/status/1995653756827164965,2025-12-02T00:38:27.000Z,96,24,330,221K,人很容易认为曾经拥有的，就是理所当然的，尤其时间足够长，比如一代人两代人获得的站位，但其实并不是。目前许多发达国家的中产，未来生活只会更差，不会更好。因为他们过的足够好，并非仅源于自己努力，更在于自己搭上了时代的电梯。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1995651943864336535,2025-12-02T00:31:15.000Z,134,32,484,477K,在未来，各国中产慢慢生活都差不多，就是基本够花，但也存不下什么钱，这是一种均值回归。,,
https://x.com/wangzhian8848/status/1995463015542530258,2025-12-01T12:00:31.000Z,114,12,130,187K,今晚话题：滨崎步等遭遇中国“不可抗力” ，野蛮外交能赢得「抗日」纷争么？｜大槻真希 ｜玉渊谭天｜战狼外交｜王局拍案 20251201 https://youtu.be/9rPAYfYs6YE?si=t_yQI2r2c-RrL4S2… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1995310307003318691,2025-12-01T01:53:42.000Z,165,33,434,165K,滨崎步上海演出被取消，胡锡进都看不下去了。,,
https://x.com/wangzhian8848/status/1995306930961826262,2025-12-01T01:40:18.000Z,277,8,240,239K,我们日本幸福感比香港好，比新加坡业更好。毕竟亚洲之光。,@whitewindmiill,Windermere
https://x.com/wangzhian8848/status/1995297117062263164,2025-12-01T01:01:18.000Z,35,1,99,163K,现在自由也不多吧。,@musk_old_fan,Fan 埃隆·马斯克中文转推
https://x.com/wangzhian8848/status/1995296232131141688,2025-12-01T00:57:47.000Z,89,7,234,169K,过去香港新加坡比，还有自由。现在自由也被没收了，算是一点优势都没了。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1995294803446440060,2025-12-01T00:52:06.000Z,130,10,420,334K,香港的人均收入和新加坡比起来不算差，但幸福感似乎低不少。主要是因为住的太糟糕了。,,
https://x.com/wangzhian8848/status/1995137125734551770,2025-11-30T14:25:33.000Z,58,14,189,268K,癌症治疗方面真正突破性疗法，最早是日本公司首创的：PD1，但将这一技术普遍实施到各个癌症治疗的前沿，并不是日本公司。目前癌症治疗技术各种突破，从美国到中国，日本的技术并不显得突出了。 https://x.com/abc202402/stat/abc202402/status/1995130099885375872…,,
https://x.com/wangzhian8848/status/1994667198347186694,2025-11-29T07:18:13.000Z,768,43,894,505K,物价飞涨，一颗很小的西红柿十多块人民币。真心希望政客们认真搞搞经济，我们日本人民快受不了了。,,
https://x.com/wangzhian8848/status/1994641457463136394,2025-11-29T05:35:56.000Z,165,56,760,305K,这是那位奈良原田网红指责中国人又伤害鹿的原始视频，原田当时只用了照片，没有视频。但这份原始视频的第十二秒，可以清晰听到“快拍视频”的日语。现在看，这份视频不排除是有意造假摆拍，然后由原田栽赃中国人。感谢这位提供视频的日本人。,@kakimotogenki,柿本元気
https://x.com/wangzhian8848/status/1994618608358724022,2025-11-29T04:05:09.000Z,175,12,316,172K,高市早苗能否长期执政，核心还是国内经济。不过话说日本国内经济现在想重振，并不是那么容易的。,,
https://x.com/wangzhian8848/status/1994564282152071325,2025-11-29T00:29:16.000Z,84,10,166,142K,2028，yes，I DO！,,
https://x.com/wangzhian8848/status/1994385175439171904,2025-11-28T12:37:34.000Z,429,21,1K,670K,哪位知道香港有靠谱的捐款通道，计划给香港这次遭遇大火的同胞捐款100万日元。,,
https://x.com/wangzhian8848/status/1994359215104708955,2025-11-28T10:54:24.000Z,133,8,276,118K,周末了，吃点儿好的。,,
https://x.com/wangzhian8848/status/1994347317248327890,2025-11-28T10:07:08.000Z,62,41,470,300K,"大浦宏福苑大火死亡人数上升到128人，78伤、200人失联。现场平均五分钟就会抬出一具遗体，有消防员被救护人员用担架抬出送医。家属们面容憔悴，排队认领尸体。有人自发到现场鲜花悼念。

现场一名消防员疑似看到了最不想看到的画面，突然哭了起来。",,
https://x.com/wangzhian8848/status/1994216578448302259,2025-11-28T01:27:37.000Z,339,41,1K,444K,什么叫就事论事？比如这次香港大火，脚手架竹棚问题，讨论的第一层次，是竹棚是否安全，是否易燃，是否应该淘汰，第二层次，是竹棚在香港为什么没有被钢架替代，涉及到行业工会，立法会，政府等问题。这些讨论都是围绕着基本事实和政策博弈进行讨论，在我看来都是没问题的。,,
https://x.com/wangzhian8848/status/1994013876946342120,2025-11-27T12:02:09.000Z,38,4,93,177K,今晚话题：追问香港宏福苑大火，为何伤亡如此惨重？｜大埔｜竹棚｜发泡胶｜居屋｜王局拍案 20251127 https://youtu.be/eewEkUhJZAM?si=mHnH_LURjQMSUxmV… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1994008243199455418,2025-11-27T11:39:46.000Z,63,10,689,368K,这个确实不是我们干的。这位黑客可以考虑把外交部网站按照这个模式黑一下。,@GFWfrog,墙国蛙蛤蛤
https://x.com/wangzhian8848/status/1994006828649513341,2025-11-27T11:34:09.000Z,217,12,335,277K,我们日本都用金属架，我感觉确实比香港更安全。,@cowcfj,陳牛
https://x.com/wangzhian8848/status/1993932959104291212,2025-11-27T06:40:37.000Z,225,22,284,497K,高市早苗和川普通过电话后，在昨天于众议院进行反对党党魁辩论，再次接受质询。她在本次质询中，等于间接收回了11月7号的讲话，她说如果大陆和台湾打起来，她会根据具体情况做判断，这就等于回归自民党的传统立场了。石破茂和安培此前都是这么表态的。,,
https://x.com/wangzhian8848/status/1993868565708181715,2025-11-27T02:24:45.000Z,231,47,754,381K,香港大火这件事儿，我看很多人讨论竹棚的问题，可问题是，就算是竹棚，其中也有防火材料是否合格的问题。目前看，竹棚外的防护网根本没有防火性，一点就着。这就几乎不是一个体系问题了，而是监管问题。一个这么大面积的施工单位，使用非防火材料做防护，政府的监管机构去哪了？,,
https://x.com/wangzhian8848/status/1993652340961030603,2025-11-26T12:05:33.000Z,78,5,111,260K,今晚话题：特朗普跨洋连线习近平和高市：台湾有事，日本要不要有事？｜釜山峰会｜武统｜无核三原则｜王局拍案 20251126 https://youtu.be/1us6sBL7YyE?si=5PTZFqAXHf3U9eq8… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1993865874349150309,2025-11-27T02:14:03.000Z,9,1,25,108K,"特朗普与高市通电话，并建议她在谈论台湾主权问题时不要刺激北京。知情的日本官员和一位美国消息人士称，特朗普的建议比较委婉，并没有强硬要求她收回言论。

 一位接近白宫的人士称，这次通话的重点是贸易，并补充说，华盛顿担心中国迟迟没有落实其大豆采购承诺。",@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1993865452599300602,2025-11-27T02:12:22.000Z,106,21,252,358K,"特朗普与高市通电话，并建议她在谈论台湾主权问题时不要刺激北京。知情的日本官员和一位美国消息人士称，特朗普的建议比较委婉，并没有强硬要求她收回言论。

 一位接近白宫的人士称，这次通话的重点是贸易，并补充说，华盛顿担心中国迟迟没有落实其大豆采购承诺。",,
https://x.com/wangzhian8848/status/1993857047310569809,2025-11-27T01:38:58.000Z,2.1K,103,3K,1.1M,香港这样的城市，一场大火竟然导致几百人伤亡。我认为特首应该辞职了。,,
https://x.com/wangzhian8848/status/1993597563682136069,2025-11-26T08:27:53.000Z,82,17,646,585K,提供资料的人了不起。,@wurenhua,吴仁华
https://x.com/wangzhian8848/status/1993500687968485708,2025-11-26T02:02:56.000Z,110,62,479,344K,六四“抗命军长”徐勤先庭审视频首次公开：一个时代的良心见证｜历史影像19900317 https://youtu.be/ToQ9EySgUfg?si=FEFRcu1J5KN4R1Co… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1993338639863234615,2025-11-25T15:19:00.000Z,121,10,308,324K,乌克兰准备接受没有28条的28条了。,,
https://x.com/wangzhian8848/status/1993292219718185274,2025-11-25T12:14:33.000Z,176,45,1K,1M,"中美宣布建交时，美国是提前几小时告诉台湾的。当时宋楚瑜半夜把蒋经国叫醒，并召见美国驻中华民国大使。大使说，第二天上午九点，中美将同时宣布建交，美国同时会宣布与中华民国断交。

蒋经国听罢，沉默片刻说，如此重大决策，提前几小时告知，你们做的可以呀。",,
https://x.com/wangzhian8848/status/1993287850222358886,2025-11-25T11:57:11.000Z,184,14,266,248K,"台湾方面对特朗普与习近平通话摘要中未提及台湾感到满意。

中华民国外交部副部长吴志忠表示，特朗普的沉默表明，台湾并未被当作中美谈判的筹码。

“我们没被提及，这意味着我们不在协议的讨论范围内，这已经是最好的结果了。”他通过电话说道。",,
https://x.com/wangzhian8848/status/1993284042977165382,2025-11-25T11:42:03.000Z,20,2,67,138K,对美国人来讲都一样，反正他们也分不清二十四节气。,@JKnow436,J Know
https://x.com/wangzhian8848/status/1993229750857540003,2025-11-25T08:06:19.000Z,131,6,235,114K,山川异域，风月同天,,
https://x.com/wangzhian8848/status/1993219859879199041,2025-11-25T07:27:01.000Z,94,7,170,308K,这个军营在北京门头沟吧！,@DaBingJingDuo,美国大兵净多
https://x.com/wangzhian8848/status/1993219635035115672,2025-11-25T07:26:07.000Z,128,7,239,152K,高市早苗和川普通过电话了，但她拒绝透露谈话细节。其实无论是否改变立场，此刻高市早苗都不太可能直接表态，重要的是观察未来三到六个月，高市是否会“直接“或者“间接”改变前段时间的立场。,,
https://x.com/wangzhian8848/status/1993145001522741511,2025-11-25T02:29:33.000Z,214,16,328,203K,习近平通过特朗普给高市早苗传话了，如果这之后高市态度发生微妙变化，那就说明特朗普并不完全认可高市此前的发言。如果高市一如既往，那就说明特朗普给习近平卖个面子，但美日对台湾的立场是一致的。,,
https://x.com/wangzhian8848/status/1993114379865497952,2025-11-25T00:27:53.000Z,297,17,583,321K,"川普和习近平最近通了一次电话，双方商量好川普明年到北京过春节，习近平会请他吃点儿好的，然后会和他重点谈一下台湾问题。

感觉对台湾凶多吉少。",,
https://x.com/wangzhian8848/status/1992863439921020928,2025-11-24T07:50:44.000Z,609,10,210,364K,我们日本有这个能力。,@ball_gym,Paaaaaarrrk
https://x.com/wangzhian8848/status/1992590236178935877,2025-11-23T13:45:07.000Z,206,27,503,298K,今天特地抽时间去看了竹内亮导演制作的纪录片《无名之子》，制作真的非常精良，完全想电影看齐了，不像是一般的纪录片。感觉整个拍摄制作投入挺大的。,,
https://x.com/wangzhian8848/status/1992476801663443231,2025-11-23T06:14:22.000Z,264,29,730,509K,G20李强和高市早苗零互动，高市早苗为了避免李强进场双方的尴尬，特地选择会议开始后才进入会场。会议结束后合影，两人中间隔着三个人，双方始终没有握手，互动。,,
https://x.com/wangzhian8848/status/1992426911793082551,2025-11-23T02:56:07.000Z,269,32,618,373K,昨天赵少康采访台湾前陆军副司令，对方说，大陆不需要打台湾，封锁一下台湾就完了。无论美国还是日本，来的话有去无回，都会被消灭。然后我看赵少康就不吭声了。,,
https://x.com/wangzhian8848/status/1992182586248946144,2025-11-22T10:45:16.000Z,358,29,600,394K,乌克兰现在的被动局面在于，战场形势对他越来越不利。三年前我去采访的巴赫穆特早就失守了，连我们当时从前线撤下来坐火车回后方的红军村，最近也失守了。以乌克兰的国力，单独和俄罗斯打持久战，肯定是没胜算，但眼下的局势是，美国一直和俄罗斯眉来眼去，欧洲虽然道义支持乌克兰，但也不太可能直接出,,
https://x.com/wangzhian8848/status/1992150753373524326,2025-11-22T08:38:46.000Z,390,74,1.2K,406K,"感觉整个世界又回到了一战前夕，当时中国不得不和日本签署二十一条，现在乌克兰不得不面对美国和俄罗斯的二十八条。二战后的政治秩序算是完球了，禁止凭借武力侵略邻国，谋求领土，这些都是联合国宪章的核心，现在都成了废纸。

唯一能讲道理的，就是武器。",,
https://x.com/wangzhian8848/status/1992147661080973626,2025-11-22T08:26:29.000Z,27,2,66,140K,是从内阁总理大臣的角度考虑的,@straybirdpei,Madagascar
https://x.com/wangzhian8848/status/1992117882214547889,2025-11-22T06:28:09.000Z,51,3,110,82K,银杏黄了！,,
https://x.com/wangzhian8848/status/1992119204607340913,2025-11-22T06:33:24.000Z,10,1,47,67K,角度,,
https://x.com/wangzhian8848/status/1992116397179342889,2025-11-22T06:22:15.000Z,76,5,176,181K,还可以呀，没让乌克兰赔偿两亿两白银。,@shangguanluan,上官亂
https://x.com/wangzhian8848/status/1992114148164165982,2025-11-22T06:13:19.000Z,55,2,141,126K,明治年间外国使节来日本带来了西餐，这家餐馆是东京第一家西餐厅，一百五十年来一直在经营，只是当年达官显贵变成了普通市民。餐谱也几乎没变。每天中午开门傍晚六点关门，口味嘛也就那么回事，吃个情怀吧。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1992112337176912013,2025-11-22T06:06:07.000Z,637,40,640,419K,"从我们日本角度讲，高市早苗的话的最大问题，是当中国真的梧桐台湾时，美国可能根本就不管（请参考特朗普有关乌克兰的最新讲话精神）。

到那时高市就比较尴尬了，中共会说，你来呀？你敢去么？",,
https://x.com/wangzhian8848/status/1992086639078953343,2025-11-22T04:24:00.000Z,159,3,284,226K,周末了，吃点儿好的。,,
https://x.com/wangzhian8848/status/1992061084250124652,2025-11-22T02:42:27.000Z,272,16,423,199K,日本扔垃圾确实有点不近人情，我们公司附近的垃圾点，要求必须早上八点之前扔，晚上还不能夜里去扔，但员工们住的都挺远，八点之前赶到公司，的确有点强人所难。垃圾分类，处理，需要市民配合，但也应该兼顾方便和市容和分类，不能为了分类方便，完全不顾市民的体验。,,
https://x.com/wangzhian8848/status/1991865972131852678,2025-11-21T13:47:09.000Z,129,17,563,219K,网友来信，这个我实在是没能力做到啊,,
https://x.com/wangzhian8848/status/1991777601095102555,2025-11-21T07:56:00.000Z,205,7,166,222K,这个条款其实现在已经意义不大了，当时美苏还是盟友，现如今，美日德是盟友，还有共同防卫条约，无论中国还是俄罗斯，都没可能不经美国同意，直接对日本动武。,@wangjupaian,王局拍案
https://x.com/wangzhian8848/status/1991776828437221520,2025-11-21T07:52:55.000Z,51,6,148,288K,幸亏全程英语，要是中文也不一定能办成。吵架用英语在日本还是有点语言优势的。,@pingzhang632,张平
https://x.com/wangzhian8848/status/1991675285704700116,2025-11-21T01:09:26.000Z,139,6,128,174K,去趟南极算啥炫富？像我这样996的普通中产都去的起。,@Io8bPYCF298866,那个啥
https://x.com/wangzhian8848/status/1991674979885383742,2025-11-21T01:08:13.000Z,497,39,1K,678K,"高市内阁是真强硬，没有一点儿妥协迹象，反而正在推进安保政策大转向，有可能放弃无核三原则。话说日本有高浓缩钚，半年内能造出原子弹。

感觉背后的真正大佬是麻生。",,
https://x.com/wangzhian8848/status/1991674123400147005,2025-11-21T01:04:49.000Z,35,1,55,116K,好像不多，主要是笑话我吃的太差的。,@Thomson_3816,Thomson
https://x.com/wangzhian8848/status/1991673455570510211,2025-11-21T01:02:09.000Z,186,18,472,189K,俞敏洪也是倒霉，花二十万去趟南极就被网暴，话说这个价格我都去的起，国内的无产阶级革命家还是太多了，看习近平微服私访，然后整天想着让老板和他们一起吃糠咽菜。,,
https://x.com/wangzhian8848/status/1991671379348148654,2025-11-21T00:53:54.000Z,188,8,349,145K,日本股市暴跌，为中日两国的前途和命运担忧，无心工作，去寻访一下大自然。,,
https://x.com/wangzhian8848/status/1991476754838609951,2025-11-20T12:00:32.000Z,52,9,70,152K,今晚话题：爱泼斯坦文件阴影下的金刻羽：“中国超越论”是洞见，还是包装？｜特朗普｜萨默斯｜黄亚生｜市长经济｜王局拍案 20251120 https://youtu.be/y5OT8UO4s_8?si=kHOHtzzPFf-DPxYu… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1991431096568107038,2025-11-20T08:59:07.000Z,205,9,267,223K,感觉日本也没什么可怕的，中华人民共和国的人不吃，中华民国的人吃。中华人民共和国的人不来，中华民国的人来。正好。,@wangjupaian,王局拍案
https://x.com/wangzhian8848/status/1991428511899480578,2025-11-20T08:48:50.000Z,220,27,420,343K,日元崩了！,,
