回帖用户名,用户主页地址,回帖时间,回帖内容
可可栗子糕,https://x.com/CherryVoge18159,2026-01-10T06:44:36.000Z,蹲一个男大
David Wu,https://x.com/DavidNwohogan,2026-01-10T08:00:27.000Z,說到底你只是靠起爭議賺X上跟中國宣傳部的錢而已。
苏里格,https://x.com/szslg,2026-01-10T06:01:45.000Z,一位曾是红卫兵的硅谷商人，看到了特朗普和毛泽东之间惊人的相似。
David Wu,https://x.com/DavidNwohogan,2026-01-10T07:59:34.000Z,國際法是什麼？怎麼定義？
小芳,https://x.com/Yuyan_bnb,2026-01-10T05:54:26.000Z,唐毛复刻版
哀民生之多艱,https://x.com/8964Hiraeth,2026-01-10T06:28:02.000Z,毛臘肉對外國慫的要死，他打過周圍哪個國家？
老猫查档开盒（寻律所对接）,https://x.com/laomaocaca,2026-01-10T07:14:58.000Z,某地党委书记：你说法治我都觉得好笑。
𝐷𝑒.𝑐𝑒𝑚𝑚 (),https://x.com/Decem_ma1512,2026-01-10T06:07:30.000Z,自律不是法治，真正的约束来自法律 
Cheems,https://x.com/cheems0x,2026-01-10T06:38:41.000Z,maoist energy speedrun
"代开发票，微信+:La51896,先开后付款，正规保真",https://x.com/Christy02230287,2026-01-10T06:09:08.000Z,代开发票，正规保真，官网验证后付款
Crypto区块链,https://x.com/cryptorrqkl,2026-01-10T06:27:20.000Z,把“法律”换成“道德”当刹车，本质就是把规则变成个人喜好。秃子打伞不分东西方——权力一旦自封无天，社会就只剩不确定性。
王道仁,https://x.com/hexiaoqing123,2026-01-10T06:37:08.000Z,二大爷一针见血的指出：万国宣战，美国东南互保，分裂孜在即，形式不是小好，一片大好。
代开发票，上海代开发票，北京代开发票，广州代开发票，成都代开发票,https://x.com/thabetarbi,2026-01-10T06:21:52.000Z,拐个弯骂人
yi zhu,https://x.com/yizhu194633,2026-01-10T06:47:48.000Z,王局现在赚美元在日本爽死了
打脸蒋骗的快乐生活,https://x.com/ua_kvm,2026-01-10T06:41:40.000Z,新闻大写呢？
Paul Miao,https://x.com/PaulMiao8,2026-01-10T05:55:16.000Z,"王志安老师自己有那么一丝半睡不醒

王志安老师在节目中提到过希望通过他的节目唤起大众之觉醒，我不怀疑王志安老师的初衷和动机，我也不怀疑王志安老师的勇气和努力，

我只是从根上怀疑王志安老师自己的觉醒程度，或者总是在有意无意间感觉王志安老师自己有那么一丝半睡不醒。"
JZ S,https://x.com/jzs2025,2026-01-10T08:08:49.000Z,王菊又装比，你平时不是挺现实主义的么
bannychan123,https://x.com/bannychan123,2026-01-10T07:30:28.000Z,气坏菊花了，快给你日寇爹口一个
Paul Miao,https://x.com/PaulMiao8,2026-01-10T05:55:46.000Z,"至于他们的罪恶，还用分深黑与浅灰吗？

现在的共产党的外交系统乌烟瘴气，

而其宣传系统更是吃人饭不拉人屎，

现在的民不聊生，自杀泛滥，这两大系统的罪责可以说旗鼓相当，都功不可没，"
LoveLife4ever,https://x.com/Health21Wealth,2026-01-10T08:40:48.000Z,川普不能与毛主席相提并论。毛是理想主义者，川普是现实主义者，压根不是一路人。
Kiwong,https://x.com/Kiwong1203200,2026-01-10T07:33:48.000Z,一位項流5毛在亂噴，扣子任你扣，龍門任你搬，
Kiwong,https://x.com/Kiwong1203200,2026-01-10T07:37:16.000Z,二爺 爆菊安，的大陸網紅朋友 很多在之前一 起變回外宣，爆菊安也開始了
louddy bao,https://x.com/user4523445645,2026-01-10T07:29:09.000Z,你这些人就是吃饱了撑的，不知道饭是怎么来的。究竟是怎么样你去美国住个十年八年不就知道了吗。
Ronald Hsu,https://x.com/RonaldHsu598,2026-01-10T07:31:17.000Z,"1939美國總統小羅斯在提到尼加拉瓜獨裁者Somoza(蘇慕薩)時說: ""He may be a son of a bitch, but he's our son of a bitch.""
（他或許是個混蛋，但他是「站在我們這邊的」混蛋。）
美帝不在乎你是混蛋
只在乎你是不是「站在我們這邊」"
Paul Miao,https://x.com/PaulMiao8,2026-01-10T05:54:09.000Z,"“王老师，您在干嘛？”

王志安老师：经验丰富，博识强辩，从小处可见大节，通繁杂可入情理，在井内可坐井观天，出坑后可谈经论道。王志安老师难为您了。

王志安老师比较明确地表达过，或者说他不经意间显示出“他不反对共产党，但对共产党有很多批评和意见。”"
趙徳柱,https://x.com/1330256343Fan,2026-01-10T08:40:28.000Z,操你妈的王志安上午吃饺子下午吃饱又开始吠了。你瞅你x发的都是啥。你跟傻逼有什么区别。你要是有能耐你回来。 你在外面干你妈臭逼呢。
